LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2003-Q4,8.366666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q1,8.533333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q2,7.766666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q3,8.866666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q4,8.366666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q1,8.466666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q2,8.5,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q3,8.5,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q4,8.433333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q1,8.566666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q2,8.666666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q3,7.9,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q4,7.933333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q1,7.833333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q2,8,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q3,7.066666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q4,7.066666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q1,6.9,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q2,6.633333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q3,7.5,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q4,6.833333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q1,7.766666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q2,7.833333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q3,7.966666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q4,8.066666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q1,8.566666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q2,8.466666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q3,8.4,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q4,7.833333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q1,7.1,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q2,6.9,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q3,7.5,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q4,7.066666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q1,7.166666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q2,7.266666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q3,7.5,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q4,8.233333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q1,8.4,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q2,8.4,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q3,8.466666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q4,8.466666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q1,8.666666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q2,8.5,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q3,8.5,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q4,8.5,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q1,8.7,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q2,8.6,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q3,8,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q4,8.633333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q1,8.3,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q2,8.166666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q3,7.733333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q4,7.233333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q1,7.7,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q2,7.233333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q3,7.066666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q4,6.433333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q1,6.1,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q2,6.266666667,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q3,5.733333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q4,5.8,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q1,5.533333333,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q2,5.5,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q3,5.518860393,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q4,5.499996234,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q1,5.493391801,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q2,5.496222583,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q3,5.500091624,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q4,5.495388615,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q1,5.478920503,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q2,5.46244624,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q3,5.446262512,
BEL,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q4,5.434799219,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1960-Q1,6.410031313,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1960-Q2,6.962664001,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1960-Q3,6.991612401,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1960-Q4,7.400230974,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1961-Q1,8.259807968,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1961-Q2,7.601616624,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1961-Q3,6.66904883,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1961-Q4,6.057233048,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1962-Q1,6.113512365,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1962-Q2,5.848125376,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1962-Q3,5.79873207,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1962-Q4,5.778824351,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1963-Q1,5.997909282,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1963-Q2,5.711971434,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1963-Q3,5.418116746,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1963-Q4,5.011050072,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1964-Q1,4.677074952,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1964-Q2,4.808673522,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1964-Q3,4.807512538,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1964-Q4,4.376878349,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1965-Q1,4.138386124,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1965-Q2,4.156524995,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1965-Q3,3.757926147,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1965-Q4,3.403625601,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1966-Q1,3.382511695,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1966-Q2,3.105088396,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1966-Q3,3.451632888,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1966-Q4,3.400763526,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1967-Q1,3.711572649,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1967-Q2,3.738803064,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1967-Q3,3.691016528,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1967-Q4,4.160088749,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1968-Q1,4.430811179,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1968-Q2,4.526644709,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1968-Q3,4.522696929,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1968-Q4,4.431710434,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1969-Q1,4.294052818,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1969-Q2,4.38806576,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1969-Q3,4.37280952,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1969-Q4,4.616756516,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1970-Q1,4.834543987,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1970-Q2,5.746943959,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1970-Q3,6.151904724,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1970-Q4,6.108428532,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1971-Q1,6.248048704,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1971-Q2,6.272875944,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1971-Q3,6.097982709,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1971-Q4,6.144083897,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1972-Q1,5.989248126,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1972-Q2,6.080036209,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1972-Q3,6.391229771,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1972-Q4,6.472851013,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1973-Q1,5.849125364,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1973-Q2,5.38442184,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1973-Q3,5.409588252,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1973-Q4,5.522689433,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1974-Q1,5.259103641,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1974-Q2,5.168633184,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1974-Q3,5.255906868,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1974-Q4,5.650795815,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1975-Q1,6.680932002,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1975-Q2,6.892966156,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1975-Q3,7.043098563,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1975-Q4,7.105747731,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1976-Q1,6.926227666,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1976-Q2,6.886845981,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1976-Q3,7.180954612,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1976-Q4,7.384890085,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1977-Q1,7.750413069,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1977-Q2,7.851652408,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1977-Q3,8.23631314,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1977-Q4,8.40785149,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1978-Q1,8.357567636,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1978-Q2,8.477992484,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1978-Q3,8.463061881,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1978-Q4,8.198512306,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1979-Q1,8.018699781,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1979-Q2,7.623219454,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1979-Q3,7.095078145,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1979-Q4,7.261113061,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1980-Q1,7.554470249,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1980-Q2,7.754237169,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1980-Q3,7.538215578,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1980-Q4,7.251439219,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1981-Q1,7.398314662,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1981-Q2,7.189250209,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1981-Q3,7.467906876,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1981-Q4,8.405556954,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1982-Q1,8.939812348,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1982-Q2,10.42828974,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1982-Q3,12.17565086,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1982-Q4,12.9316289,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1983-Q1,12.6122079,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1983-Q2,12.43223669,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1983-Q3,11.74165138,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1983-Q4,11.20297205,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1984-Q1,11.24548951,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1984-Q2,11.49257998,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1984-Q3,11.38928701,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1984-Q4,11.30755609,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1985-Q1,10.94145608,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1985-Q2,10.80956088,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1985-Q3,10.43972052,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1985-Q4,10.36122758,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1986-Q1,9.966385028,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1986-Q2,9.713076436,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1986-Q3,9.625369338,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1986-Q4,9.465772954,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1987-Q1,9.486650425,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1987-Q2,9.018911537,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1987-Q3,8.583789211,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1987-Q4,8.150419665,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1988-Q1,7.872208512,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1988-Q2,7.695405561,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1988-Q3,7.86244406,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1988-Q4,7.631229004,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1989-Q1,7.545387714,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1989-Q2,7.656577266,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1989-Q3,7.434389537,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1989-Q4,7.501475971,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1990-Q1,7.619300193,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1990-Q2,7.6518982,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1990-Q3,8.194722471,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1990-Q4,9.145118561,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1991-Q1,10.13832942,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1991-Q2,10.33900706,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1991-Q3,10.44072169,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1991-Q4,10.33383957,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1992-Q1,10.59786731,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1992-Q2,11.01769169,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1992-Q3,11.52718024,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1992-Q4,11.72489614,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1993-Q1,11.10355457,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1993-Q2,11.62003126,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1993-Q3,11.44638961,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1993-Q4,11.29285765,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1994-Q1,11.01885021,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1994-Q2,10.63867819,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1994-Q3,10.13031932,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1994-Q4,9.742014742,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1995-Q1,9.606326738,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1995-Q2,9.495567174,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1995-Q3,9.478640737,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1995-Q4,9.306041233,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1996-Q1,9.508655604,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1996-Q2,9.446317106,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1996-Q3,9.698100612,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1996-Q4,9.846658826,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1997-Q1,9.442580289,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1997-Q2,9.311963528,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1997-Q3,8.878276047,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1997-Q4,8.731718349,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1998-Q1,8.575503694,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1998-Q2,8.308176897,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1998-Q3,8.190068619,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1998-Q4,8.062760042,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1999-Q1,7.89179863,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1999-Q2,7.905891012,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1999-Q3,7.488045883,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,1999-Q4,6.9645478,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2000-Q1,6.838588984,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2000-Q2,6.696877084,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2000-Q3,6.899448321,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2000-Q4,6.913289251,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2001-Q1,7.005939778,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2001-Q2,7.128298593,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2001-Q3,7.159854163,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2001-Q4,7.613353182,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2002-Q1,7.922289413,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2002-Q2,7.702937492,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2002-Q3,7.518522895,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2002-Q4,7.543590459,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2003-Q1,7.422292031,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2003-Q2,7.674373651,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2003-Q3,7.772312596,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2003-Q4,7.451065528,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q1,7.337763077,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q2,7.165643503,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q3,6.993741214,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q4,7.128876029,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q1,6.959286203,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q2,6.836001228,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q3,6.686713588,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q4,6.526497696,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q1,6.45630705,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q2,6.190160982,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q3,6.422537243,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q4,6.165154086,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q1,6.183412117,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q2,6.078325205,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q3,5.944547383,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q4,5.925886112,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q1,5.97241965,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q2,6.0064271,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q3,6.064172972,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q4,6.543493868,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q1,7.835165157,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q2,8.519657445,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q3,8.569268528,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q4,8.461569258,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q1,8.252461558,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q2,8.027398201,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q3,8.117398773,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q4,7.693750733,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q1,7.708232052,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q2,7.543167923,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q3,7.318447547,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q4,7.459213287,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q1,7.467520308,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q2,7.264572561,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q3,7.229642792,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q4,7.287691574,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q1,7.13798918,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q2,7.092022089,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q3,7.065628017,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q4,7.072610246,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q1,7.014539806,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q2,7.004800988,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q3,6.973864768,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q4,6.673343726,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q1,6.736799304,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q2,6.844805132,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q3,6.9620908,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q4,7.071376442,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q1,7.173848419,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q2,6.962652707,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q3,6.946349224,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q4,6.901307715,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q1,6.673266956,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q2,6.466297578,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q3,6.172787216,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q4,5.981108555,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q1,5.844884712,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q2,5.919468673,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q3,5.894397022,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q4,5.673587841,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q1,5.780595483,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q2,5.545867048,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q3,5.636724996,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q4,5.636724996,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q1,5.683474217,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q2,5.753658956,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q3,5.800442957,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q4,5.823837857,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q1,5.812138228,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q2,5.777048053,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q3,5.741944805,
CAN,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q4,5.706828479,
CZE,UNEMPFORECAST,TOT,PC_LF,Q,1993-Q1,4.530158868,
CZE,UNEMPFORECAST,TOT,PC_LF,Q,1993-Q2,4.365570637,
CZE,UNEMPFORECAST,TOT,PC_LF,Q,1993-Q3,4.234664643,
CZE,UNEMPFORECAST,TOT,PC_LF,Q,1993-Q4,4.247357137,
CZE,UNEMPFORECAST,TOT,PC_LF,Q,1994-Q1,4.231019875,
CZE,UNEMPFORECAST,TOT,PC_LF,Q,1994-Q2,4.283960596,
CZE,UNEMPFORECAST,TOT,PC_LF,Q,1994-Q3,4.380302038,
CZE,UNEMPFORECAST,TOT,PC_LF,Q,1994-Q4,4.34664654,
CZE,UNEMPFORECAST,TOT,PC_LF,Q,1995-Q1,4.289237645,
CZE,UNEMPFORECAST,TOT,PC_LF,Q,1995-Q2,4.112700367,
CZE,UNEMPFORECAST,TOT,PC_LF,Q,1995-Q3,3.981740495,
CZE,UNEMPFORECAST,TOT,PC_LF,Q,1995-Q4,3.768299527,
